kode_prov,nama_prov,kode_satker,kode_ddn,nama_daerah,kode_skpd,nama_skpd,kode_unit_skpd,nama_unit_skpd,kode_urusan,nama_urusan,kode_bidang_urusan,nama_bidang_urusan,kode_program,nama_program,indikator_program,target_program,satuan_indikator_program,sasaran,kode_giat,nama_giat,indikator_giat,target_giat,satuan_indikator_giat,kode_sub_giat,nama_sub_giat,indikator_sub_giat,target_sub_giat,satuan_indikator_sub_giat,kode_dana,nama_dana,kode_akun,nama_akun,kode_kelompok,nama_kelompok,kode_jenis,nama_jenis,kode_objek,nama_objek,kode_standar_harga,nama_standar_harga,spesifikasi,satuan,volume,harga_satuan,koefisien,total_rincian,tahun_anggaran,jenis_apbd,kode_rekening,nama_rekening,kode_sub_rincian_objek,nama_sub_rincian_objek,lokasi,sumber_pendanaan,catatan,status
33,Jawa Tengah,SAT-33-035,33.03,Kota Magelang,33.03.01,Dinas Pendidikan,33.03.01.05,UPT Wilayah I - Dinas Pendidikan,2,Urusan Wajib Non Pelayanan Dasar,16,Komunikasi dan Informatika,2.10.07,Program Penanggulangan Kemiskinan,Persentase penduduk miskin,55,%,Menurunnya tingkat kemiskinan,2.10.07.12,Koordinasi dan Sinkronisasi Program,Jumlah rapat koordinasi,465,Kali,2.10.07.12.05,Penyelenggaraan Rapat dan Konsultasi,Jumlah rapat terselenggara,95,Kali,5,Dana Desa,5,Belanja Daerah,5.2,Belanja Modal,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.023,Aspal Hotmix,Per ton,Ton,165,1764000,1.0,291060000,2023,Murni,5.2.01,Rekening Belanja Modal,03,Penunjukan Langsung,Kantor SKPD,APBD Murni,,Disetujui
31,DKI Jakarta,SAT-31-049,31.01,Kota Jakarta Pusat,31.01.08,Dinas Kependudukan dan Pencatatan Sipil,31.01.08.02,Bidang Perencanaan - Dinas Kependudukan dan Pencatatan Sipil,2,Urusan Wajib Non Pelayanan Dasar,08,Pemberdayaan Perempuan dan Perlindungan Anak,2.02.07,Program Penanggulangan Kemiskinan,Persentase penduduk miskin,75,%,Menurunnya tingkat kemiskinan,2.02.07.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,162,Dataset,2.02.07.10.06,Penyusunan Laporan Kinerja,Jumlah laporan,118,Dokumen,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.02,Belanja Barang dan Jasa,5.1.02.01,Belanja Bahan Pakai Habis,SH.044,Kopi Sachet,Kopi sachet kemasan,Sachet,478,2388,0.5,570732,2024,Perubahan,5.1.02,Rekening Belanja Barang,01,Pembelian Langsung,Kantor SKPD,Hibah,Lanjutan tahun sebelumnya,Disetujui
31,DKI Jakarta,SAT-31-038,31.02,Kota Jakarta Utara,31.02.18,Dinas Pertanian dan Ketahanan Pangan,31.02.18.02,Bidang Perencanaan - Dinas Pertanian dan Ketahanan Pangan,3,Urusan Pilihan,18,Pariwisata,3.02.11,Program Peningkatan Mutu Pendidikan,Rata-rata lama sekolah,83,Tahun,Meningkatnya akses dan mutu pendidikan,3.02.11.04,Peningkatan Kapasitas Aparatur,Jumlah aparatur yang ditingkatkan,249,Orang,3.02.11.04.06,Penyusunan Laporan Kinerja,Jumlah laporan,79,Dokumen,4,Dana Bagi Hasil (DBH),5,Belanja Daerah,5.2,Belanja Modal,5.2.02,Belanja Modal Peralatan dan Mesin,5.2.02.03,Belanja Modal Kendaraan,SH.017,Perjalanan Dinas Luar Daerah,Per hari,OH,285,632000,1.1,198132000,2022,Murni,5.1.01,Rekening Belanja Pegawai,01,Pembelian Langsung,Aula Kantor Bupati/Walikota,APBD Murni,,Proses Verifikasi
35,Jawa Timur,SAT-35-043,35.01,Kota Surabaya,35.01.11,"Dinas Sosial, Pengendalian Penduduk",35.01.11.03,"Bidang Pelaksanaan - Dinas Sosial, Pengendalian Penduduk",3,Urusan Pilihan,19,Perdagangan,3.03.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,72,%,Meningkatnya pemberdayaan masyarakat,3.03.09.07,Pengadaan Sarana dan Prasarana,Jumlah sarana diadakan,336,Unit,3.03.09.07.15,Perjalanan Dinas,Jumlah perjalanan dinas,118,Kali,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.4,Belanja Transfer,5.1.04,Belanja Subsidi,5.1.02.08,Belanja Makanan dan Minuman,SH.004,Laptop,Core i7 RAM 16GB SSD 512GB,Unit,281,13719000,1.0,3855039000,2023,Perubahan,1.1.02,Kas di Bendahara Pengeluaran,03,Penunjukan Langsung,Kantor Kecamatan,APBD Murni,Lanjutan tahun sebelumnya,Disetujui
32,Jawa Barat,SAT-32-001,32.03,Kota Bogor,32.03.05,Badan Perencanaan Pembangunan Daerah,32.03.05.01,Sekretariat - Badan Perencanaan Pembangunan Daerah,2,Urusan Wajib Non Pelayanan Dasar,12,Administrasi Kependudukan dan Pencatatan Sipil,2.06.10,Program Peningkatan Kesehatan Masyarakat,Angka Harapan Hidup,95,Tahun,Meningkatnya derajat kesehatan masyarakat,2.06.10.02,Penyediaan Barang dan Jasa Perkantoran,Jumlah barang/jasa tersedia,433,Paket,2.06.10.02.14,Pelatihan Teknis Pegawai,Jumlah pegawai terlatih,45,Orang,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.1,Belanja Operasi,5.1.02,Belanja Barang dan Jasa,5.1.02.09,Belanja Pakaian Dinas,SH.047,Sabun Cuci Tangan,Sabun cair 500ml,Botol,214,20240,2.0,8662720,2025,Perubahan,5.1.01,Rekening Belanja Pegawai,03,Penunjukan Langsung,Kantor SKPD,APBD Perubahan,Menunggu DAK,Disetujui
35,Jawa Timur,SAT-35-026,35.02,Kabupaten Sidoarjo,35.02.23,Inspektorat Daerah,35.02.23.06,UPT Wilayah II - Inspektorat Daerah,4,Urusan Pemerintahan Umum,24,Pengawasan,4.04.02,Program Peningkatan Kualitas Pelayanan Publik,Indeks Kepuasan Masyarakat,94,Poin,Meningkatnya kualitas pelayanan publik,4.04.02.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,14,Dataset,4.04.02.10.11,Cetak dan Penggandaan Dokumen,Jumlah dokumen tercetak,56,Eksemplar,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.03,Belanja Bunga,5.2.02.01,Belanja Modal Komputer,SH.023,Aspal Hotmix,Per ton,Ton,239,1562000,1.1,410649800,2023,Murni,1.1.03,Kas di Bendahara Penerimaan,02,Pengadaan Melalui Tender,Aula Kantor Bupati/Walikota,APBD Perubahan,Perlu koordinasi lintas SKPD,Revisi
61,Kalimantan Barat,SAT-61-039,61.01,Kota Pontianak,61.01.22,Badan Kepegawaian Daerah,61.01.22.02,Bidang Perencanaan - Badan Kepegawaian Daerah,2,Urusan Wajib Non Pelayanan Dasar,12,Administrasi Kependudukan dan Pencatatan Sipil,2.06.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,66,%,Meningkatnya pemberdayaan masyarakat,2.06.09.13,Sosialisasi dan Penyuluhan,Jumlah peserta sosialisasi,212,Orang,2.06.09.13.09,Pembayaran Utilitas Kantor,Jumlah bulan layanan,68,Bulan,2,Dana Alokasi Khusus (DAK),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.045,Air Mineral Gelas,Air mineral 220ml,Gelas,111,645,1.1,78754,2024,Murni,1.1.01,Kas di Kas Daerah,02,Pengadaan Melalui Tender,Balai Desa,Hibah,,Disetujui
31,DKI Jakarta,SAT-31-045,31.02,Kota Jakarta Utara,31.02.06,Dinas Perhubungan,31.02.06.05,UPT Wilayah I - Dinas Perhubungan,1,Urusan Wajib Pelayanan Dasar,01,Pendidikan,1.01.05,Program Pengembangan Ekonomi Kreatif,Pertumbuhan ekonomi kreatif,71,%,Meningkatnya kontribusi ekonomi kreatif,1.01.05.05,Penyusunan Dokumen Perencanaan,Jumlah dokumen,198,Dokumen,1.01.05.05.06,Penyusunan Laporan Kinerja,Jumlah laporan,112,Dokumen,4,Dana Bagi Hasil (DBH),5,Belanja Daerah,5.2,Belanja Modal,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.030,UPS 3000VA,Online double conversion,Unit,152,10726000,2.0,3260704000,2025,Murni,5.1.02,Rekening Belanja Barang,03,Penunjukan Langsung,Kantor Kelurahan,Dana Transfer,,Disetujui
36,Banten,SAT-36-006,36.01,Kota Tangerang,36.01.22,Badan Kepegawaian Daerah,36.01.22.01,Sekretariat - Badan Kepegawaian Daerah,4,Urusan Pemerintahan Umum,24,Pengawasan,4.04.06,Program Pengelolaan Lingkungan Hidup,Indeks Kualitas Lingkungan Hidup,51,Poin,Meningkatnya kualitas lingkungan hidup,4.04.06.15,Pengawasan dan Pengendalian,Jumlah objek pengawasan,203,Objek,4.04.06.15.08,Penyediaan Jasa Keamanan,Jumlah petugas keamanan,26,Orang,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.1,Belanja Operasi,5.1.04,Belanja Subsidi,5.1.02.05,Belanja Perawatan Kendaraan,SH.006,Meja Kerja Pejabat,Kayu jati ukuran 160x80cm,Unit,118,3433000,1.1,445603400,2024,Perubahan,1.1.01,Kas di Kas Daerah,04,E-Purchasing,Kantor SKPD,Hibah,Lanjutan tahun sebelumnya,Revisi
32,Jawa Barat,SAT-32-011,32.02,Kabupaten Bandung,32.02.04,Dinas Perumahan dan Kawasan Permukiman,32.02.04.05,UPT Wilayah I - Dinas Perumahan dan Kawasan Permukiman,2,Urusan Wajib Non Pelayanan Dasar,11,Lingkungan Hidup,2.05.03,Program Pembangunan Infrastruktur Dasar,Persentase infrastruktur dalam kondisi baik,82,%,Meningkatnya kualitas infrastruktur dasar,2.05.03.06,Pelaksanaan Monitoring dan Evaluasi,Jumlah kegiatan monev,178,Kegiatan,2.05.03.06.08,Penyediaan Jasa Keamanan,Jumlah petugas keamanan,10,Orang,5,Dana Desa,5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.04,"Belanja Modal Jalan, Irigasi dan Jaringan",5.2.04.01,Belanja Modal Konstruksi Jalan,SH.044,Kopi Sachet,Kopi sachet kemasan,Sachet,13,4945,1.0,64285,2022,Murni,1.1.01,Kas di Kas Daerah,01,Pembelian Langsung,Lapangan Umum,APBD Murni,,Proses Verifikasi
61,Kalimantan Barat,SAT-61-005,61.01,Kota Pontianak,61.01.12,Dinas Tenaga Kerja,61.01.12.02,Bidang Perencanaan - Dinas Tenaga Kerja,2,Urusan Wajib Non Pelayanan Dasar,14,Pengendalian Penduduk dan Keluarga Berencana,2.08.05,Program Pengembangan Ekonomi Kreatif,Pertumbuhan ekonomi kreatif,60,%,Meningkatnya kontribusi ekonomi kreatif,2.08.05.09,Pembangunan Jalan dan Jembatan,Panjang jalan terbangun,418,Km,2.08.05.09.12,Pengadaan Komputer dan Jaringan,Jumlah unit komputer,35,Unit,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.4,Belanja Transfer,5.1.06,Belanja Bantuan Sosial,5.1.02.08,Belanja Makanan dan Minuman,SH.011,Kendaraan Roda Dua,Motor matic 125cc,Unit,316,22413000,0.5,3541254000,2024,Murni,1.1.03,Kas di Bendahara Penerimaan,05,Swakelola,Lapangan Umum,APBD Murni,Sesuai RPJMD,Disetujui
73,Sulawesi Selatan,SAT-73-040,73.01,Kota Makassar,73.01.08,Dinas Kependudukan dan Pencatatan Sipil,73.01.08.06,UPT Wilayah II - Dinas Kependudukan dan Pencatatan Sipil,3,Urusan Pilihan,19,Perdagangan,3.03.06,Program Pengelolaan Lingkungan Hidup,Indeks Kualitas Lingkungan Hidup,82,Poin,Meningkatnya kualitas lingkungan hidup,3.03.06.07,Pengadaan Sarana dan Prasarana,Jumlah sarana diadakan,63,Unit,3.03.06.07.15,Perjalanan Dinas,Jumlah perjalanan dinas,153,Kali,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.1,Belanja Operasi,5.1.02,Belanja Barang dan Jasa,5.1.02.05,Belanja Perawatan Kendaraan,SH.040,Buku Tulis,Buku tulis 100 lembar,Buah,435,18343,2.0,15958410,2022,Perubahan,1.1.02,Kas di Bendahara Pengeluaran,03,Penunjukan Langsung,Sekolah,Dana Transfer,,Proses Verifikasi
33,Jawa Tengah,SAT-33-027,33.01,Kota Semarang,33.01.04,Dinas Perumahan dan Kawasan Permukiman,33.01.04.05,UPT Wilayah I - Dinas Perumahan dan Kawasan Permukiman,1,Urusan Wajib Pelayanan Dasar,06,Sosial,1.06.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,82,%,Meningkatnya pemberdayaan masyarakat,1.06.09.13,Sosialisasi dan Penyuluhan,Jumlah peserta sosialisasi,485,Orang,1.06.09.13.11,Cetak dan Penggandaan Dokumen,Jumlah dokumen tercetak,183,Eksemplar,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.2,Belanja Modal,5.2.04,"Belanja Modal Jalan, Irigasi dan Jaringan",5.2.04.01,Belanja Modal Konstruksi Jalan,SH.022,Bahan Bangunan Besi Beton,D10mm per batang,Batang,10,71000,1.15,816499,2024,Murni,5.2.01,Rekening Belanja Modal,02,Pengadaan Melalui Tender,Kantor SKPD,APBD Perubahan,,Disetujui
36,Banten,SAT-36-029,36.01,Kota Tangerang,36.01.08,Dinas Kependudukan dan Pencatatan Sipil,36.01.08.05,UPT Wilayah I - Dinas Kependudukan dan Pencatatan Sipil,2,Urusan Wajib Non Pelayanan Dasar,15,Perhubungan,2.09.04,Program Peningkatan Sumber Daya Manusia,Indeks Pembangunan Manusia,61,Poin,Meningkatnya kualitas SDM,2.09.04.13,Sosialisasi dan Penyuluhan,Jumlah peserta sosialisasi,130,Orang,2.09.04.13.11,Cetak dan Penggandaan Dokumen,Jumlah dokumen tercetak,95,Eksemplar,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.04,Belanja Subsidi,5.1.02.04,Belanja Premi Asuransi,SH.026,Obat-obatan Generik,Paket per bulan,Paket,69,1806000,1.1,137075400,2024,Murni,5.2.01,Rekening Belanja Modal,02,Pengadaan Melalui Tender,Balai Desa,APBD Perubahan,Menunggu DAK,Selesai
73,Sulawesi Selatan,SAT-73-025,73.01,Kota Makassar,73.01.01,Dinas Pendidikan,73.01.01.04,Bidang Evaluasi dan Pelaporan - Dinas Pendidikan,2,Urusan Wajib Non Pelayanan Dasar,11,Lingkungan Hidup,2.05.12,Program Pengelolaan Keuangan Daerah,Opini BPK,93,Predikat,Meningkatnya pengelolaan keuangan daerah,2.05.12.04,Peningkatan Kapasitas Aparatur,Jumlah aparatur yang ditingkatkan,496,Orang,2.05.12.04.04,Pemeliharaan Kendaraan Dinas,Jumlah kendaraan terpelihara,133,Unit,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.1,Belanja Operasi,5.1.02,Belanja Barang dan Jasa,5.1.02.01,Belanja Bahan Pakai Habis,SH.028,Buku Pelajaran,Per eksemplar,Eksemplar,378,80000,1.0,30240000,2025,Murni,5.2.01,Rekening Belanja Modal,03,Penunjukan Langsung,Balai Desa,APBD Murni,,Disetujui
31,DKI Jakarta,SAT-31-040,31.01,Kota Jakarta Pusat,31.01.15,Dinas Kepemudaan dan Olahraga,31.01.15.05,UPT Wilayah I - Dinas Kepemudaan dan Olahraga,2,Urusan Wajib Non Pelayanan Dasar,15,Perhubungan,2.09.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,58,%,Meningkatnya pemberdayaan masyarakat,2.09.09.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,436,Dataset,2.09.09.10.09,Pembayaran Utilitas Kantor,Jumlah bulan layanan,117,Bulan,2,Dana Alokasi Khusus (DAK),5,Belanja Daerah,5.1,Belanja Operasi,5.1.03,Belanja Bunga,5.1.01.01,Gaji Pokok PNS,SH.038,Lem Kertas,Lem stick 21gr,Buah,391,8385,1.0,3278535,2022,Perubahan,1.1.03,Kas di Bendahara Penerimaan,02,Pengadaan Melalui Tender,Kantor SKPD,Hibah,Sesuai RPJMD,Disetujui
33,Jawa Tengah,SAT-33-006,33.01,Kota Semarang,33.01.21,Badan Pengelolaan Keuangan dan Aset Daerah,33.01.21.01,Sekretariat - Badan Pengelolaan Keuangan dan Aset Daerah,3,Urusan Pilihan,17,Pertanian,3.01.11,Program Peningkatan Mutu Pendidikan,Rata-rata lama sekolah,71,Tahun,Meningkatnya akses dan mutu pendidikan,3.01.11.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,156,Dataset,3.01.11.10.02,Pengadaan ATK dan Bahan Habis Pakai,Jumlah ATK tersedia,49,Paket,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.1,Belanja Operasi,5.1.04,Belanja Subsidi,5.1.02.09,Belanja Pakaian Dinas,SH.049,Masker Medis,Masker 3 ply per box 50,Box,118,29243,0.5,1725337,2023,Murni,1.1.01,Kas di Kas Daerah,05,Swakelola,Balai Desa,APBD Murni,Menunggu DAK,Disetujui
12,Sumatera Utara,SAT-12-032,12.01,Kota Medan,12.01.17,Dinas Perpustakaan dan Kearsipan,12.01.17.05,UPT Wilayah I - Dinas Perpustakaan dan Kearsipan,2,Urusan Wajib Non Pelayanan Dasar,16,Komunikasi dan Informatika,2.10.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,68,Predikat,Meningkatnya akuntabilitas kinerja,2.10.08.02,Penyediaan Barang dan Jasa Perkantoran,Jumlah barang/jasa tersedia,257,Paket,2.10.08.02.14,Pelatihan Teknis Pegawai,Jumlah pegawai terlatih,115,Orang,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.2,Belanja Modal,5.2.02,Belanja Modal Peralatan dan Mesin,5.2.02.02,Belanja Modal Meubelair,SH.028,Buku Pelajaran,Per eksemplar,Eksemplar,166,143000,1.0,23738000,2022,Perubahan,5.1.02,Rekening Belanja Barang,04,E-Purchasing,Kantor SKPD,Hibah,,Disetujui
35,Jawa Timur,SAT-35-034,35.02,Kabupaten Sidoarjo,35.02.01,Dinas Pendidikan,35.02.01.04,Bidang Evaluasi dan Pelaporan - Dinas Pendidikan,3,Urusan Pilihan,18,Pariwisata,3.02.07,Program Penanggulangan Kemiskinan,Persentase penduduk miskin,78,%,Menurunnya tingkat kemiskinan,3.02.07.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,321,M2,3.02.07.08.09,Pembayaran Utilitas Kantor,Jumlah bulan layanan,67,Bulan,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.05,Belanja Modal Aset Tetap Lainnya,5.1.02.08,Belanja Makanan dan Minuman,SH.047,Sabun Cuci Tangan,Sabun cair 500ml,Botol,67,18300,1.0,1226100,2023,Perubahan,1.1.03,Kas di Bendahara Penerimaan,04,E-Purchasing,Balai Desa,APBD Perubahan,,Selesai
32,Jawa Barat,SAT-32-021,32.02,Kabupaten Bandung,32.02.14,Dinas Penanaman Modal dan PTSP,32.02.14.02,Bidang Perencanaan - Dinas Penanaman Modal dan PTSP,2,Urusan Wajib Non Pelayanan Dasar,07,Tenaga Kerja,2.01.10,Program Peningkatan Kesehatan Masyarakat,Angka Harapan Hidup,56,Tahun,Meningkatnya derajat kesehatan masyarakat,2.01.10.01,Penyediaan Jasa Komunikasi dan Informasi,Jumlah layanan komunikasi,151,Layanan,2.01.10.01.05,Penyelenggaraan Rapat dan Konsultasi,Jumlah rapat terselenggara,147,Kali,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.1,Belanja Operasi,5.1.03,Belanja Bunga,5.1.02.04,Belanja Premi Asuransi,SH.029,Server Komputer,Xeon RAM 64GB,Unit,82,66419000,1.0,5446358000,2025,Murni,1.1.02,Kas di Bendahara Pengeluaran,05,Swakelola,Gedung Serbaguna,Dana Transfer,,Disetujui
32,Jawa Barat,SAT-32-037,32.02,Kabupaten Bandung,32.02.06,Dinas Perhubungan,32.02.06.06,UPT Wilayah II - Dinas Perhubungan,2,Urusan Wajib Non Pelayanan Dasar,09,Pangan,2.03.02,Program Peningkatan Kualitas Pelayanan Publik,Indeks Kepuasan Masyarakat,93,Poin,Meningkatnya kualitas pelayanan publik,2.03.02.03,Pemeliharaan Sarana dan Prasarana,Jumlah sarana terpelihara,342,Unit,2.03.02.03.12,Pengadaan Komputer dan Jaringan,Jumlah unit komputer,24,Unit,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.2,Belanja Modal,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.046,Tisu Meja,Tisu kotak 250 lembar,Kotak,224,19223,1.0,4305952,2024,Murni,1.1.01,Kas di Kas Daerah,03,Penunjukan Langsung,Kantor SKPD,APBD Perubahan,Lanjutan tahun sebelumnya,Disetujui
33,Jawa Tengah,SAT-33-046,33.05,Kota Surakarta,33.05.04,Dinas Perumahan dan Kawasan Permukiman,33.05.04.02,Bidang Perencanaan - Dinas Perumahan dan Kawasan Permukiman,2,Urusan Wajib Non Pelayanan Dasar,13,Pemberdayaan Masyarakat dan Desa,2.07.02,Program Peningkatan Kualitas Pelayanan Publik,Indeks Kepuasan Masyarakat,72,Poin,Meningkatnya kualitas pelayanan publik,2.07.02.05,Penyusunan Dokumen Perencanaan,Jumlah dokumen,75,Dokumen,2.07.02.05.06,Penyusunan Laporan Kinerja,Jumlah laporan,146,Dokumen,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.1,Belanja Operasi,5.1.02,Belanja Barang dan Jasa,5.1.02.04,Belanja Premi Asuransi,SH.041,Paper Clip,Paper clip kecil isi 100,Kotak,17,5081,1.15,99333,2022,Murni,1.1.02,Kas di Bendahara Pengeluaran,02,Pengadaan Melalui Tender,Sekolah,APBD Murni,Menunggu DAK,Disetujui
31,DKI Jakarta,SAT-31-012,31.02,Kota Jakarta Utara,31.02.13,Dinas Koperasi dan UKM,31.02.13.01,Sekretariat - Dinas Koperasi dan UKM,4,Urusan Pemerintahan Umum,21,Perencanaan,4.01.07,Program Penanggulangan Kemiskinan,Persentase penduduk miskin,59,%,Menurunnya tingkat kemiskinan,4.01.07.13,Sosialisasi dan Penyuluhan,Jumlah peserta sosialisasi,401,Orang,4.01.07.13.10,Pelaksanaan Survei dan Pendataan,Jumlah responden,190,Orang,2,Dana Alokasi Khusus (DAK),5,Belanja Daerah,5.2,Belanja Modal,5.2.02,Belanja Modal Peralatan dan Mesin,5.2.02.02,Belanja Modal Meubelair,SH.043,Materai 10000,Materai tempel,Lembar,193,10000,1.0,1930000,2023,Murni,5.1.02,Rekening Belanja Barang,04,E-Purchasing,Kantor Kelurahan,APBD Perubahan,,Disetujui
33,Jawa Tengah,SAT-33-040,33.01,Kota Semarang,33.01.03,Dinas Pekerjaan Umum dan Penataan Ruang,33.01.03.06,UPT Wilayah II - Dinas Pekerjaan Umum dan Penataan Ruang,1,Urusan Wajib Pelayanan Dasar,02,Kesehatan,1.02.07,Program Penanggulangan Kemiskinan,Persentase penduduk miskin,96,%,Menurunnya tingkat kemiskinan,1.02.07.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,246,M2,1.02.07.08.06,Penyusunan Laporan Kinerja,Jumlah laporan,69,Dokumen,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.1,Belanja Operasi,5.1.02,Belanja Barang dan Jasa,5.1.02.04,Belanja Premi Asuransi,SH.047,Sabun Cuci Tangan,Sabun cair 500ml,Botol,467,30507,1.0,14246769,2024,Murni,1.1.03,Kas di Bendahara Penerimaan,03,Penunjukan Langsung,Kantor SKPD,APBD Perubahan,Prioritas daerah,Revisi
33,Jawa Tengah,SAT-33-009,33.03,Kota Magelang,33.03.08,Dinas Kependudukan dan Pencatatan Sipil,33.03.08.01,Sekretariat - Dinas Kependudukan dan Pencatatan Sipil,1,Urusan Wajib Pelayanan Dasar,01,Pendidikan,1.01.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,92,%,Meningkatnya pemberdayaan masyarakat,1.01.09.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,42,M2,1.01.09.08.09,Pembayaran Utilitas Kantor,Jumlah bulan layanan,39,Bulan,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.02,Belanja Barang dan Jasa,5.1.02.05,Belanja Perawatan Kendaraan,SH.044,Kopi Sachet,Kopi sachet kemasan,Sachet,435,2171,0.5,472192,2025,Perubahan,5.1.01,Rekening Belanja Pegawai,02,Pengadaan Melalui Tender,Kantor Kelurahan,APBD Murni,Sesuai RPJMD,Revisi
61,Kalimantan Barat,SAT-61-047,61.01,Kota Pontianak,61.01.12,Dinas Tenaga Kerja,61.01.12.06,UPT Wilayah II - Dinas Tenaga Kerja,2,Urusan Wajib Non Pelayanan Dasar,16,Komunikasi dan Informatika,2.10.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,68,Predikat,Meningkatnya akuntabilitas kinerja,2.10.08.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,479,M2,2.10.08.08.05,Penyelenggaraan Rapat dan Konsultasi,Jumlah rapat terselenggara,81,Kali,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.1,Belanja Operasi,5.1.06,Belanja Bantuan Sosial,5.2.02.02,Belanja Modal Meubelair,SH.006,Meja Kerja Pejabat,Kayu jati ukuran 160x80cm,Unit,25,3223000,1.0,80575000,2024,Murni,5.1.02,Rekening Belanja Barang,04,E-Purchasing,Aula Kantor Bupati/Walikota,APBD Murni,,Proses Verifikasi
33,Jawa Tengah,SAT-33-014,33.01,Kota Semarang,33.01.15,Dinas Kepemudaan dan Olahraga,33.01.15.05,UPT Wilayah I - Dinas Kepemudaan dan Olahraga,2,Urusan Wajib Non Pelayanan Dasar,07,Tenaga Kerja,2.01.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,97,%,Meningkatnya pemberdayaan masyarakat,2.01.09.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,498,M2,2.01.09.08.11,Cetak dan Penggandaan Dokumen,Jumlah dokumen tercetak,82,Eksemplar,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.2,Belanja Modal,5.2.04,"Belanja Modal Jalan, Irigasi dan Jaringan",5.2.04.01,Belanja Modal Konstruksi Jalan,SH.039,Spidol Whiteboard,Spidol non-permanent,Buah,402,13042,1.0,5242884,2022,Murni,5.1.01,Rekening Belanja Pegawai,01,Pembelian Langsung,Balai Desa,Dana Transfer,Menunggu DAK,Proses Verifikasi
